corredores.id-corredor,corredores.ageGroup,corredores.fullname,corredores.uri,corredores.nationality,corredores.sex,corredores.Club,corredores.Team,corredores.Sponsor(s),corredores.Description,corredores.Geral,corredores.20K,corredores.50K,corredores.100K,corredores.100m
6031808,55-59,Raimundo NONATO DOS SANTOS SOARES,6031808.raimundo.nonatodossantossoares,BR,H,,,,,373,,,374,
6031810,55-59,Monica LUCIA VALENTES,6031810.monica.luciavalentes,BR,F,,,,,365,,,367,
6031812,45-49,Jarbas DE SOUSA ALENCAR,6031812.jarbas.desousaalencar,BR,H,,,,,363,,,364,
6031814,40-44,Sharlyton LUIS MELO NUNES,6031814.sharlyton.luismelonunes,BR,H,,,,,363,,,364,
6031816,40-44,Jose LUIZ SALES VASQUES,6031816.jose.luizsalesvasques,BR,H,,,,,363,,,364,
75607,40-44,Karine PARUSSOLO,75607.karine.parussolo,BR,F,JVM Trail Run,,,,434,401,433,371,
156348,50-54,Sidney TOGUMI,156348.sidney.togumi,BR,H,,,,,508,,509,460,
227499,50-54,Emerson BISAN,227499.emerson.bisan,BR,H,,,,,438,394,431,355,437
227545,40-44,Raphael BONATTO,227545.raphael.bonatto,BR,H,Go On Outdoor,Go On Outdoor,Go On Outdoor,,664,557,667,475,
403923,50-54,Maria DE FATIMA-MIRANDA,403923.maria.defatimamiranda,BR,F,,,,,481,,482,,
655118,45-49,Arthur CORDEIRO,655118.arthur.cordeiro,BR,H,Trailbeer/BFL Esportes,,,,639,600,630,637,478
764376,35-39,Felipe COSTA DA SILVA,764376.felipe.costadasilva,BR,H,,F3 Assessoria Esportiva,,,776,,777,708,
764663,50-54,Octavio AZEVEDO,764663.octavio.azevedo,BR,H,,,,,382,357,381,365,
804329,40-44,Daniel JUNG,804329.daniel.jung,BR,H,Go On Outdoor,Go On Outdoor,,,495,391,475,496,
971365,40-44,Daniel SIMOES,971365.daniel.simoes,BR,H,,,,,422,,421,,
1134211,45-49,Diana BELLON,1134211.diana.bellon,BR,F,,,,,633,,636,575,
1139135,20-34,Bruno KUZMANN,1139135.bruno.kuzmann,BR,H,,TRB Brasil Assessoria Esportiva,,,667,,662,635,
1139197,35-39,Mahira BRAGA,1139197.mahira.braga,BR,F,,,,,601,556,600,,
1139273,50-54,Waldik MEDEIROS,1139273.waldik.medeiros,BR,H,,,,,,,,,
1139275,50-54,Cristiane DOS SANTOS CORREA,1139275.cristiane.dossantoscorrea,BR,F,,,,,422,,,,423
1143533,50-54,Flavio MATHEUS,1143533.flavio.matheus,BR,H,,Orlando Castilho Assessoria Esportiva,,,380,,382,,
1346047,65-69,Michael JOHN DE FEITAS,1346047.michael.johndefeitas,BR,H,,,,,388,,390,,
1349747,35-39,Lillian MACIEL,1349747.lillian.maciel,BR,F,,,,,417,,416,387,
1359763,35-39,Rogerio SILVESTRIN,1359763.rogerio.silvestrin,BR,H,Go On Outdoor,Go On Outdoor,Go On Outdoor,,854,779,853,825,
1359793,35-39,Thiago GONZAGA,1359793.thiago.gonzaga,BR,H,,Team Noronha,,,701,657,701,,
1389959,35-39,Aluisio DA SILVA,1389959.aluisio.dasilva,BR,H,,,,,732,679,734,,
1412591,35-39,Pedro MIRANDA ROLIM,1412591.pedro.mirandarolim,BR,H,,,,,657,517,656,633,413
1516107,35-39,Diego FRANCA,1516107.diego.franca,BR,H,,,,,612,606,610,,
1526641,35-39,Emily BARBOSA,1526641.emily.barbosa,BR,F,,,,,485,457,486,449,392
1535491,55-59,Paulo HENRIQUE PIZZIGATTI,1535491.paulo.henriquepizzigatti,BR,H,,,,,426,,428,414,
1535501,35-39,Victor DE CAMPOS MELLO LUCKASCHEK,1535501.victor.decamposmelloluckaschek,BR,H,,Lillian Maciel Team,,,603,530,601,529,
1659991,40-44,Andre� CEZARINO DE�LIMA,1659991.andre.cezarinodelima,BR,H,,,,,449,,448,431,
1675597,40-44,Pedro TUNHOLI,1675597.pedro.tunholi,BR,H,,,,,428,414,429,,
1734923,35-39,Hoslany PESSOA,1734923.hoslany.pessoa,BR,H,,,,,692,625,694,,
1736711,50-54,Alexandre NUNES DE PAULA,1736711.alexandre.nunesdepaula,BR,H,,,,,612,520,589,612,
1736723,35-39,ANA PAULA SILVEIRA,1736723.anapaula.silveira,BR,F,,,,,679,599,677,,
1752107,60-64,Jurandir ABUL,1752107.jurandir.abul,BR,H,,,,,439,,440,379,
1752111,50-54,Hector RODOLFO GUANACTOLAY,1752111.hector.rodolfoguanactolay,BR,H,,,,,372,,374,,
1776063,20-34,Mateus DE OLIVEIRA COHEN,1776063.mateus.deoliveiracohen,BR,H,,,,,528,,530,483,
1776381,40-44,Rodrigo VIANNA POZO,1776381.rodrigo.viannapozo,BR,H,,,,,612,,613,599,
1836131,45-49,Jaques DE CAMPOS,1836131.jaques.decampos,BR,H,,,,,496,,498,,
1836281,40-44,Denise ROSA MARCELINO,1836281.denise.rosamarcelino,BR,F,,,,,,,,,
2141081,20-34,Vicente MACHADO,2141081.vicente.machado,BR,H,,,,,760,677,749,752,
2158231,40-44,Mariana SCARPELLI,2158231.mariana.scarpelli,BR,F,,Animal Runners,Veganway,,633,622,634,,
2178445,40-44,Roberto OLIVEIRA,2178445.roberto.oliveira,BR,H,,,,,562,562,554,,
2193413,40-44,Ivan DOS REIS PRADO,2193413.ivan.dosreisprado,BR,H,,,,,716,694,708,,
2193617,65-69,Robson LIMA,2193617.robson.lima,BR,H,,,,,356,,357,,
2352055,40-44,Igor FIGUEIREDO,2352055.igor.figueiredo,BR,H,,,,,522,,522,487,422
2469997,60-64,Cassio FRANCISCO ABBATE,2469997.cassio.franciscoabbate,BR,H,,,,,423,,425,,
2516165,50-54,Maria ZILDENE PEREIRA,2516165.maria.zildenepereira,BR,F,,,,,441,,442,392,
2647263,50-54,Luis KRYZOZUN,2647263.luis.kryzozun,BR,H,,,,,543,,542,504,
2685429,45-49,Silvana DE SOUZA,2685429.silvana.desouza,BR,F,,,,,347,,348,,
2687323,50-54,Oliver CESAR,2687323.oliver.cesar,BR,H,,,,,526,,527,,
2687759,55-59,Waldemir RICARDO OLIVEIRA,2687759.waldemir.ricardooliveira,BR,H,,,,,391,,391,,
3014833,35-39,Ailton DA SILVA RIBEIRO JUNIOR,3014833.ailton.dasilvaribeirojunior,BR,H,,,,,473,,475,,
3084091,45-49,Marcelo HARRIS DOS SANTOS CORR�A,3084091.marcelo.harrisdossantoscorrea,BR,H,,,,,,,,,
3086917,40-44,Ana NASCIMENTO,3086917.ana.nascimento,BR,F,,,,,410,,410,,
3179759,40-44,Felipe PINHO,3179759.felipe.pinho,BR,H,,,,,515,,452,515,
3301723,55-59,R�gis DE TOLEDO SOUZA,3301723.regis.detoledosouza,BR,H,,,,,347,,348,,
3390939,55-59,Marcelo MORAES,3390939.marcelo.moraes,BR,H,,Spinella Trail Runner,Orlando Castilho Assessoria Esportiva,,479,,478,394,
3456257,40-44,Amanda TIRAPELLI,3456257.amanda.tirapelli,BR,F,,,,,396,394,361,,
3685507,45-49,Adriano PEREIRA,3685507.adriano.pereira,BR,H,Doutor Corrida,Doutor Corrida,,,451,,453,430,434
3777749,35-39,Italo CAMARGOS VIEIRA,3777749.italo.camargosvieira,BR,H,,,,,474,,475,,
3817331,35-39,Dionas PERCEVAL,3817331.dionas.perceval,BR,H,,,Buballo kids,,677,,641,676,
3897943,45-49,Waldirene APARECIDA SILVA,3897943.waldirene.aparecidasilva,BR,F,,,,,478,477,463,,
3898293,40-44,Luis HENRIQUE DE CASTRO,3898293.luis.henriquedecastro,BR,H,,,,,505,,507,,
3898387,40-44,Alexandre GONCALVES DE SOUZA,3898387.alexandre.goncalvesdesouza,BR,H,,,,,691,649,689,,
3898469,40-44,Nhielma ARAUJO BARBOSA,3898469.nhielma.araujobarbosa,BR,F,,,,,479,,481,,
3898485,45-49,Adauto MACHADO DE LIMA,3898485.adauto.machadodelima,BR,H,,,,,371,,370,,
3898487,35-39,Victor PERKOV ULBRICH,3898487.victor.perkovulbrich,BR,H,,,,,517,,516,,
3902519,20-34,Ulysses ANTUNES BATISTA,3902519.ulysses.antunesbatista,BR,H,,,,,563,,562,,
3902539,50-54,Janice BONFIGLIO SANTOS SOUZA,3902539.janice.bonfigliosantossouza,BR,F,,,,,500,483,499,414,
3921273,35-39,Michelle VIEIRA,3921273.michelle.vieira,BR,F,,,,,462,460,441,,
4046391,40-44,Bruna RICCI TAKATA,4046391.bruna.riccitakata,BR,F,,,,,,,,,
4148582,35-39,Andre� NOGUEIRA FERRAZ DE CARVALHO E SILVA,4148582.andre.nogueiraferrazdecarvalhoesilva,BR,H,,,,,435,,436,,383
4249049,45-49,Danilo Martius PESCARMONA,4249049.danilomartius.pescarmona,BR,H,,JVM TRAIL RUN,,,475,,473,,
4274921,20-34,Rodrigo MACHADO OLIVEIRA,4274921.rodrigo.machadooliveira,BR,H,,,,,705,578,703,683,
4306626,35-39,Elizabeth SANTER BECKER,4306626.elizabeth.santerbecker,BR,F,,,,,442,,444,,
4306649,20-34,Ana ANTUNES MEDINA,4306649.ana.antunesmedina,BR,F,,,,,606,,605,,
4306654,40-44,Carlos FERNANDO HORMUNG NETTO,4306654.carlos.fernandohormungnetto,BR,H,,,,,568,,566,,
4306720,50-54,Eduardo MARTINS DE CASTRO,4306720.eduardo.martinsdecastro,BR,H,,,,,430,411,431,,
4347146,40-44,Maisa LEITE,4347146.maisa.leite,BR,F,,,,,356,345,355,,
4401198,40-44,Fernando MACIEL LIBERATO,4401198.fernando.macielliberato,BR,H,,,,,,,,,
4401220,35-39,Anderson SANTOS DE PAULA,4401220.anderson.santosdepaula,BR,H,,Pinda Trail Runners / Sou Mais ,,,625,616,621,,
4401278,40-44,Pedro AUGUSTO DE LIMA BARBOSA,4401278.pedro.augustodelimabarbosa,BR,H,,,,,412,,412,,
4401296,55-59,Marcos ANTONIO ALMEIDA MARQUES,4401296.marcos.antonioalmeidamarques,BR,H,,,,,,,,,
4401332,35-39,Raimundo NONATO CARDOSO,4401332.raimundo.nonatocardoso,BR,H,,,,,576,,575,,
4401348,35-39,Thiago TOUROUNOGLOU CARDOSO,4401348.thiago.tourounogloucardoso,BR,F,,,,,563,485,565,,
4401404,45-49,Dionara SGARBOSSA,4401404.dionara.sgarbossa,BR,F,,,,,451,395,447,449,
4401546,20-34,Francisco DO NASCIMENTO SANTOS,4401546.francisco.donascimentosantos,BR,H,,,,,444,438,438,,
4401566,65-69,Damiao MACIEL,4401566.damiao.maciel,BR,H,,,,,434,,436,,
4401668,40-44,Felipe HENRIQUES PEREIRA,4401668.felipe.henriquespereira,BR,H,,,,,572,387,574,506,
4618796,50-54,Raul ALAN GOMES DE SANTANA,4618796.raul.alangomesdesantana,BR,H,,,,,449,,425,,448
4659122,35-39,Gabrielle MAIOLI,4659122.gabrielle.maioli,BR,F,,,,,436,424,437,,
4731444,40-44,Lucas MARTINS DA SILVA,4731444.lucas.martinsdasilva,BR,H,,,,,610,,612,,
4744554,40-44,Rafael DA ROCHA MACEDO,4744554.rafael.darochamacedo,BR,H,,,,,451,,424,449,
4747266,45-49,Fabio FISCHER DE ANDRADE,4747266.fabio.fischerdeandrade,BR,H,,,,,435,,434,,
4816100,20-34,Daniel BRASIL DE SOUZA,4816100.daniel.brasildesouza,BR,H,,,,,458,456,410,,
4827258,35-39,Thiago DA CUNHA,4827258.thiago.dacunha,BR,H,,,,,643,640,600,,
4827286,45-49,Sirlene SILVA,4827286.sirlene.silva,BR,F,,,,,454,428,455,,
4855792,45-49,Lidiane FERNANDES DA ROCHA MEDEIROS,4855792.lidiane.fernandesdarochamedeiros,BR,F,,,,,383,,384,,
4858228,35-39,Thiagoferreira Da Silva MAL,4858228.thiagoferreiradasilva.mal,BR,H,,,,,746,708,748,,
4915343,45-49,Renato CARDOSO RIBEIRO,4915343.renato.cardosoribeiro,BR,H,,GUERREIROS TRAIL RUN,TELAS TECH ,,397,,399,,
4919751,55-59,Osvaldo RODRIGUES ORIQUI,4919751.osvaldo.rodriguesoriqui,BR,H,,Kaha Multisport Assessoria,,,458,,460,,
4930308,35-39,Paulo SERGIO OLIVEIRA DE ANDRADE,4930308.paulo.sergiooliveiradeandrade,BR,H,,,,,472,,469,467,
4930336,50-54,Alexandre SADAO OKUBO,4930336.alexandre.sadaookubo,BR,H,,,,,406,,408,,
4965867,20-34,Mineira SARA DA CONCEICAO,4965867.mineira.saradaconceicao,BR,F,,,,,409,344,410,,
4986536,20-34,Andr� DINIZ,4986536.andre.diniz,BR,H,,,,,700,,703,,
4986602,45-49,Fabio FERNANDES VAZ,4986602.fabio.fernandesvaz,BR,H,,,,,446,,448,,
5027132,40-44,Denis RODOLFO FERNANDES FERNANDES,5027132.denis.rodolfofernandesfernandes,BR,H,,,,,588,,589,509,
5027174,20-34,Valdir GONCALVES TOLEDO,5027174.valdir.goncalvestoledo,BR,H,,,,,638,628,637,,
5027216,40-44,Otavio LUCAS SIMOES PENHA,5027216.otavio.lucassimoespenha,BR,H,,,,,550,494,552,,
5027220,40-44,Jose OCTAVIO DIX,5027220.jose.octaviodix,BR,H,,,,,466,,468,,
5027228,40-44,Marcio DE CARVALHO DE OLIVEIRA,5027228.marcio.decarvalhodeoliveira,BR,H,,,,,446,,448,,
5027274,50-54,Claudio TONIATO MARTINS,5027274.claudio.toniatomartins,BR,H,,,,,426,,405,,426
5027320,60-64,Oscar KAZUYUKI KOGISO,5027320.oscar.kazuyukikogiso,BR,H,,,,,,,,,
5027332,20-34,Vinicius SIQUEIRA OLIVEIRA CARVALHO,5027332.vinicius.siqueiraoliveiracarvalho,BR,H,,,,,585,,588,,
5027410,35-39,Edijane GOMES DA SILVA,5027410.edijane.gomesdasilva,BR,F,,,,,422,,422,,
5027432,20-34,Andre VEITMAN,5027432.andre.veitman,BR,H,,,,,459,,461,,
5027438,45-49,Adelmo FRANCA,5027438.adelmo.franca,BR,H,,,,,403,403,392,,
5027444,35-39,Diego WELLINGTON RIBEIRO,5027444.diego.wellingtonribeiro,BR,H,,,,,404,,406,,
5027446,40-44,Edcleia SILVA DE SANTANA,5027446.edcleia.silvadesantana,BR,F,,,,,418,,419,,
5027474,50-54,Valfrido RIBEIRO DE VASCONCELOS,5027474.valfrido.ribeirodevasconcelos,BR,H,,,,,423,424,384,,
5027502,40-44,Morgana DE SOUZA COSTA,5027502.morgana.desouzacosta,BR,F,,,,,376,345,377,,
5028334,35-39,Caio CESAR DELGADO DE CARVALHO,5028334.caio.cesardelgadodecarvalho,BR,H,,,,,460,458,441,,
5028348,45-49,Andre SERAFIM DA SILVA,5028348.andre.serafimdasilva,BR,H,,,,,459,446,460,,
5028402,45-49,Afonso CELSO LOPES GOES,5028402.afonso.celsolopesgoes,BR,H,,,,,408,406,388,,
5028428,45-49,Luiz GUSTAVO GOMES,5028428.luiz.gustavogomes,BR,H,,,,,384,382,366,,
5028536,45-49,Hermann BRITO DE ARAUJO,5028536.hermann.britodearaujo,BR,H,,,,,381,329,382,,
5028538,45-49,Janaina JOB,5028538.janaina.job,BR,F,,,,,387,329,388,,
5112735,45-49,Ge�sa APARECIDA DE OLIVEIRA,5112735.geisa.aparecidadeoliveira,BR,F,,,,,422,,396,422,
5303021,35-39,Aline CARVALHO,5303021.aline.carvalho,BR,F,,,,,424,355,425,,
5310083,20-34,Larissa ROSCOE E FIRACE,5310083.larissa.roscoeefirace,BR,F,,,,,469,469,439,,
5331960,35-39,Caio MARCIO DA SILVA,5331960.caio.marciodasilva,BR,H,,,,,470,,471,,
5332032,20-34,Guilherme MAIOLI,5332032.guilherme.maioli,BR,H,,,,,526,407,528,,
5340454,20-34,Thiago SALAS KORROCH,5340454.thiago.salaskorroch,BR,H,,,,,362,,364,,
5514060,45-49,Joelson MATIAS DA SILVA,5514060.joelson.matiasdasilva,BR,H,,,,,381,,382,,
5514616,55-59,Marcelo MORAES PESSOA,5514616.marcelo.moraespessoa,BR,H,,,,,374,,376,,
5544091,45-49,Ana PAULA FRANCO ALVES,5544091.ana.paulafrancoalves,BR,F,,,,,403,394,402,299,
5544111,40-44,Marlus JUNGTON DE PADUA,5544111.marlus.jungtondepadua,BR,H,,,,,355,,356,,
5732064,40-44,Thiago FERREIRA NUNES,5732064.thiago.ferreiranunes,BR,H,,,,,430,,432,,
5881904,40-44,Daniel DE OLIVEIRA CAMPOS BAPTISTA,5881904.daniel.deoliveiracamposbaptista,BR,H,,,,,556,,558,,
5911332,55-59,Luis CARLOS FOR�O,5911332.luis.carlosforao,BR,H,,,,,512,,514,,
6031826,35-39,Leonardo NASCIMENTO DE JESUS,6031826.leonardo.nascimentodejesus,BR,H,,,,,647,,649,,
6031828,20-34,Gabriel FARIAS,6031828.gabriel.farias,BR,H,,,,,636,,639,,
6031832,40-44,Enil RAMOS DE PAULO,6031832.enil.ramosdepaulo,BR,H,,,,,590,,593,,
6031836,20-34,Ranieri AMORIM,6031836.ranieri.amorim,BR,H,,,,,569,,571,,
6031838,35-39,Gabriel DUARTE SARROCHE HONORIO,6031838.gabriel.duartesarrochehonorio,BR,H,,,,,562,,564,,
6031840,40-44,Zacarias MARTINS DOS SANTOS FILHO,6031840.zacarias.martinsdossantosfilho,BR,H,,,,,549,,551,,
6031842,35-39,Jose AUGUSTO MARTINS FILHO,6031842.jose.augustomartinsfilho,BR,H,,,,,544,,547,,
6031844,20-34,Franklim JOSE DAS CHAGAS FERREIRA,6031844.franklim.josedaschagasferreira,BR,H,,,,,500,,502,,
6031846,20-34,Vitor RODRIGUES CARDOSO,6031846.vitor.rodriguescardoso,BR,H,,,,,491,,493,,
6031848,35-39,Diego LEMOS DOS SANTOS,6031848.diego.lemosdossantos,BR,H,,,,,491,,493,,
6031850,35-39,Diogo ANTONIO MIRANDA,6031850.diogo.antoniomiranda,BR,H,,,,,489,,491,,
6031852,40-44,Janio DOS SANTOS SANTANA,6031852.janio.dossantossantana,BR,H,,,,,487,,489,,
6031854,40-44,Danilo DOMINGOS LOPES,6031854.danilo.domingoslopes,BR,H,,,,,485,,487,,
6031856,50-54,Carlos LUIZ DA CONCEICAO SILVA,6031856.carlos.luizdaconceicaosilva,BR,H,,,,,485,,486,,
6031858,45-49,Francisco KLEBER BANDEIRA,6031858.francisco.kleberbandeira,BR,H,,,,,480,,482,,
6031860,45-49,Claudio DA SILVA SANTOS SILVA SANTOS,6031860.claudio.dasilvasantossilvasantos,BR,H,,,,,474,,476,,
6031862,35-39,Frederico SANTOS DA SILVA,6031862.frederico.santosdasilva,BR,H,,,,,470,,472,,
6031864,40-44,Barbara DE OLIVEIRA BOMFIM,6031864.barbara.deoliveirabomfim,BR,F,,,,,464,,466,,
6031866,35-39,Ricardo BALDIN SILVA,6031866.ricardo.baldinsilva,BR,H,,,,,456,,458,,
6031868,45-49,Willians DA SILVA LEMOS,6031868.willians.dasilvalemos,BR,H,,,,,450,,452,,
6031870,20-34,Raissa DIAS DE OLIVEIRA,6031870.raissa.diasdeoliveira,BR,F,,,,,450,,452,,
6031872,35-39,Ana CAROLINA NASCIMENTO,6031872.ana.carolinanascimento,BR,F,,,,,450,,452,,
6031876,35-39,Alexandre RIBEIRO CAMILO,6031876.alexandre.ribeirocamilo,BR,H,,,,,441,,442,,
6031878,45-49,Rafael DE LIMA SILVA,6031878.rafael.delimasilva,BR,H,,,,,433,,435,,
6031880,45-49,Helinton RICARDO DE LIMA RIBEIRO,6031880.helinton.ricardodelimaribeiro,BR,H,,,,,425,,427,,
6031882,50-54,Cristina GOMES QUEVEDO FUGI,6031882.cristina.gomesquevedofugi,BR,F,,,,,425,,427,,
6031884,65-69,Marcos ANTONIO DA SILVA,6031884.marcos.antoniodasilva,BR,H,,,,,425,,427,,
6031886,45-49,Luciene ALVES SANTOS,6031886.luciene.alvessantos,BR,F,,,,,424,,425,,
6031888,45-49,Dario JOSE DA ROCHA,6031888.dario.josedarocha,BR,H,,,,,410,,411,,
6031890,40-44,Sayuri MIQUITERA,6031890.sayuri.miquitera,BR,F,,,,,409,,411,,
6031892,35-39,Claive ATANASIO CORDEIRO,6031892.claive.atanasiocordeiro,BR,H,,,,,409,,411,,
6031894,55-59,Marcelo POKER,6031894.marcelo.poker,BR,H,,,,,403,,404,,
6031896,45-49,Eugenio LUIZ DE LACERDA CAMPOS,6031896.eugenio.luizdelacerdacampos,BR,H,,,,,402,,404,,
6031898,20-34,Vitor AFONSO APARECIDO DA SILVA,6031898.vitor.afonsoaparecidodasilva,BR,H,,,,,402,,404,,
6031900,45-49,Kleber ALVES DE OLIVEIRA,6031900.kleber.alvesdeoliveira,BR,H,,,,,402,,404,,
6031902,40-44,Carlos EDUARDO DA SILVEIRA,6031902.carlos.eduardodasilveira,BR,H,,,,,389,,391,,
6031904,40-44,Jandeilson JOSE DOS SANTOS,6031904.jandeilson.josedossantos,BR,H,,,,,375,,377,,
6031906,60-64,Paulo SERGIO DE LIMA,6031906.paulo.sergiodelima,BR,H,,,,,374,,376,,
6031908,45-49,Andreia DOS SANTOS REIS,6031908.andreia.dossantosreis,BR,F,,,,,373,,374,,
6031910,40-44,Alfredo DE CAMPOS CAMARGO JUNIOR,6031910.alfredo.decamposcamargojunior,BR,H,,,,,378,,379,,
6031912,50-54,Luiz PAULO FACIOLI,6031912.luiz.paulofacioli,BR,H,,,,,357,,358,,
6031914,40-44,Renato DE MORAIS BARROS,6031914.renato.demoraisbarros,BR,H,,,,,349,,351,,
6031916,35-39,Fernando CAMPOS DA CUNHA,6031916.fernando.camposdacunha,BR,H,,,,,349,,350,,
6031918,35-39,Leonardo MARTINS FERNANDES,6031918.leonardo.martinsfernandes,BR,H,,,,,349,,350,,
6031920,20-34,Lucas APARECIDO TEIXEIRA DA SILVA,6031920.lucas.aparecidoteixeiradasilva,BR,H,,,,,348,,349,,
6031922,40-44,Gilberto DE OLIVEIRA MACEDO,6031922.gilberto.deoliveiramacedo,BR,H,,,,,347,,348,,
6031924,40-44,Jose RODRIGUES CAMPOS JUNIOR,6031924.jose.rodriguescamposjunior,BR,H,,,,,347,,348,,
6031926,60-64,Maria GORETTI ALVES BARROSO,6031926.maria.gorettialvesbarroso,BR,F,,,,,339,,340,,
383918,45-49,Francisco DOS SANTOS,383918.francisco.dossantos,BR,H,,,,,742,650,742,,
395521,45-49,Rafael MIRANDA,395521.rafael.miranda,BR,H,,Paraty Brazil by UTMB,,,376,377,321,,
403898,60-64,Rubens MURACAMI,403898.rubens.muracami,BR,H,,,,,411,410,,,
655021,35-39,Diego MARABESI FERRARI,655021.diego.marabesiferrari,BR,H,,,,,728,685,726,,
655068,45-49,Pedro LUTTI,655068.pedro.lutti,BR,H,,UPFIT Trail ,,,507,509,,,
754608,35-39,Rafael MORENO,754608.rafael.moreno,BR,H,,,,,419,400,417,,
874996,50-54,Patricia CAPPELLINI-COIMBRA,874996.patricia.cappellinicoimbra,BR,F,,,,,476,477,,,
912447,40-44,Alina GANDUFE,912447.alina.gandufe,BR,F,,,,,349,300,348,,
918783,35-39,Wanderson NASCIMENTO,918783.wanderson.nascimento,BR,H,,,,,757,738,745,,
918811,45-49,Andre FADUL,918811.andre.fadul,BR,H,,,,,403,405,,,
1139189,50-54,Sandro Rafael DECKER,1139189.sandrorafael.decker,BR,H,,,,,545,434,544,,
1139255,40-44,Kelma RODRIGUES DE ALCANTARA,1139255.kelma.rodriguesdealcantara,BR,F,,,,,389,388,,,
1139333,50-54,Adriana ALVES-DE LIMA,1139333.adriana.alvesdelima,BR,F,,,,,345,346,,,
1214323,40-44,Alexandre SANTIAGO,1214323.alexandre.santiago,BR,H,,,,,732,724,722,,
1346101,70-74,Edson MASSAO YOKOTE,1346101.edson.massaoyokote,BR,H,,,,,316,317,,,
1350367,55-59,Lourival FREITAS JUNIOR,1350367.lourival.freitasjunior,BR,H,,Alan Zonzini Treinamento Esportivo,,,387,386,284,,
1379965,65-69,Jose PINTON,1379965.jose.pinton,BR,H,,,,,389,379,388,,
1472853,35-39,Maicon BRAUN,1472853.maicon.braun,BR,H,,,,,681,674,662,,
1526377,45-49,Lena PINA,1526377.lena.pina,BR,F,,,,,425,427,,,
1526543,50-54,Carlos Augusto PASSOS,1526543.carlosaugusto.passos,BR,H,,Trilheiros de Sampa,,,405,389,406,,
1735551,35-39,Hugo ROCHA GALO,1735551.hugo.rochagalo,BR,H,,,,,371,372,,,
1736355,55-59,Lino DA SILVA JUNIOR,1736355.lino.dasilvajunior,BR,H,,,,,607,538,606,,
1900303,50-54,Adriano MACHADO BARBOSA,1900303.adriano.machadobarbosa,BR,H,,,,,433,434,,,
1955227,45-49,Marcelo RIBEIRO PLASTINA,1955227.marcelo.ribeiroplastina,BR,H,,,,,490,492,,,
2071375,45-49,Carlos Humberto MARZOLLA ARAVECHIA,2071375.carloshumberto.marzollaaravechia,BR,H,,,,,438,374,437,,400
2178377,50-54,Jarci ANDRADE JUNIOR,2178377.jarci.andradejunior,BR,H,,,,,421,307,335,359,
2193497,45-49,Eduardo GENEKIAN,2193497.eduardo.genekian,BR,H,,,,,433,435,,,
2193681,45-49,Andreia REIS,2193681.andreia.reis,BR,F,,,,,366,367,265,,
2214511,35-39,Vanessa FONSECA GON�ALVES,2214511.vanessa.fonsecagoncalves,BR,F,,,,,394,396,,,
2274915,35-39,Pedro MARTINEZ,2274915.pedro.martinez,BR,H,,,,,402,404,,,
2350593,60-64,Maria Do Carmo SILVA AYRES PEREIRA,2350593.mariadocarmo.silvaayrespereira,BR,F,,,,,385,381,377,,
2475719,35-39,Leiliane NASCIMENTO VASCONCELLOS,2475719.leiliane.nascimentovasconcellos,BR,F,,,,,333,334,,,
2531279,35-39,Luana SACILOTTO LAPA,2531279.luana.sacilottolapa,BR,F,,,,,427,416,428,,
2537359,50-54,Luiz FERNANDO ZILLI LO PRESTI,2537359.luiz.fernandozillilopresti,BR,H,,,,,351,352,,,
2686989,20-34,Valeria CELIA DA SILVA,2686989.valeria.celiadasilva,BR,F,,,,,475,477,,,
2687013,60-64,Lilian KHZOUZ,2687013.lilian.khzouz,BR,F,,,,,375,376,,,
2687065,35-39,Adriano NAKA,2687065.adriano.naka,BR,H,,,,,384,386,,,
2687091,40-44,Karina ZULEIKA CABREIRA,2687091.karina.zuleikacabreira,BR,F,,,,,413,415,,,
2687107,50-54,Luis FELIPPE MASSAD CURI,2687107.luis.felippemassadcuri,BR,H,,,,,309,310,,,
2687149,55-59,Cosete DE FREITAS MOTTA,2687149.cosete.defreitasmotta,BR,F,,,,,271,272,,,
2687169,45-49,Jeane ALMEIDA DA SILVA,2687169.jeane.almeidadasilva,BR,F,,,,,327,326,318,,
2687365,40-44,Pamela DUQUE VENERI FREITAS,2687365.pamela.duquevenerifreitas,BR,F,,,,,402,404,,,
2687373,60-64,Vitor FERNANDO DA SILVA,2687373.vitor.fernandodasilva,BR,H,,,,,357,359,,,
2687469,55-59,Adriano LOPES MANSO,2687469.adriano.lopesmanso,BR,H,,,,,274,275,,,
2687565,35-39,Luanna Mar�lia RODRIGUES PIMENTEL TEIXEIRA,2687565.luannamarilia.rodriguespimentelteixeira,BR,F,,,,,536,538,,,
2687661,35-39,Sandro ALBERTO,2687661.sandro.alberto,BR,H,,,,,797,747,793,,
3001677,35-39,Felipe DIAS INACIO,3001677.felipe.diasinacio,BR,H,,,,,402,404,,,
3014757,55-59,Rosimauro FONSECA,3014757.rosimauro.fonseca,BR,H,,,,,571,570,515,,
3084055,35-39,Ven�ncio CARDOSO DE OLIVEIRA,3084055.venancio.cardosodeoliveira,BR,H,,,,,615,613,,,
3086905,35-39,Juliana ARAO,3086905.juliana.arao,BR,F,,,,,361,296,,,
3136051,50-54,Cristiane MARQUES DE OLIVEIRA TOKARSKI,3136051.cristiane.marquesdeoliveiratokarski,BR,F,,,,,354,356,,,
